"","surgery","release_speed","arm_angle","spin_axis","release_spin_rate","pitch_type","release_pos_z"
"81927","0",83.9,30.6,256,2165,1,5.3
"81928","0",85.9,27.2,261,1483,1,5.9
"81929","0",83.6,25.1,333,2253,7,4.93
"81930","0",89.4,44.8,197,2260,3,6.22
"81931","0",93.6,33.3,225,2165,6,5.5
"81932","0",92.1,36.4,141,2334,3,5.46
"81933","0",91.2,-10.3,89,2173,6,3.73
"81934","0",90.3,43,151,2353,3,5.71
"81935","0",91.6,27.4,126,1996,6,5.09
"81936","0",82.5,35.6,56,2587,5,5.75
"81937","0",82.7,-6.7,82,2148,1,3.88
"81938","0",94.1,31.4,230,2465,3,5.24
"81939","0",98,59.1,203,2059,3,6.61
"81940","0",97.9,58.6,155,2114,6,6.45
"81941","0",92.2,28.7,230,2061,6,5.92
"81942","0",90.3,43.8,228,2001,1,6.3
"81943","0",91.5,26.5,122,2039,6,5.07
"81944","0",94.3,46.5,147,2451,3,5.93
"81945","0",87.2,44.9,200,2226,3,6.27
"81946","0",76.3,40.3,327,2601,2,5.59
"81947","0",94.4,33.9,216,2215,6,5.61
"81948","0",94.3,46.5,147,2451,3,5.93
"81949","0",91.4,-13,94,2179,6,3.66
"81950","0",99.1,58.3,152,2169,6,6.42
"81951","0",94.3,32.8,222,2435,3,5.36
"81952","0",86.1,26.1,265,1364,1,5.84
"81953","0",90.9,37.6,144,2346,3,5.58
"81954","0",98.5,57.9,160,2164,6,6.42
"81955","0",95.3,32.6,222,2498,3,5.38
"81956","0",86.8,43.4,225,1708,1,6.19
"81957","0",86.4,43.8,53,2449,7,6.29
"81958","0",90.4,-9.7,97,2016,6,3.81
"81959","0",92.3,26.5,123,2121,6,5.09
"81960","0",95.9,33.3,223,2342,3,5.6
"81961","0",90.1,40,147,2130,3,5.64
"81962","0",72.3,45,57,2401,2,6.13
"81963","0",95.4,56,208,2123,3,6.48
"81964","0",88.7,44.9,232,1927,1,6.35
"81965","0",84.9,35.9,47,2789,5,5.7
"81966","0",92.4,29.3,229,2155,6,6
"81967","0",84.1,32.4,250,2218,1,5.36
"81968","0",92.2,53.1,169,2550,7,5.86
"81969","0",91.4,-9.6,95,2030,6,3.79
"81970","0",95.4,45.3,148,2467,3,6.02
"81971","0",95.4,56,208,2123,3,6.48
"81972","0",92.7,26.7,128,2161,6,5.06
"81973","0",97.9,55.1,150,2103,6,6.42
"81974","0",92.3,27.1,127,2162,6,5.12
"81975","0",87.8,42.9,54,2533,7,6.23
"81976","0",95,46.3,150,2425,3,6.02
"81977","0",89.7,42.1,148,2103,3,5.64
"81978","0",96,31.4,226,2485,3,5.26
"81979","0",94.3,33.6,223,2189,6,5.56
"81980","0",82.9,-11.1,80,2186,1,3.71
"81981","0",92.8,39,235,1978,6,6.23
"81982","0",90,54.8,89,2777,7,5.88
"81983","0",89,58.9,216,2047,1,6.59
"81984","0",87.3,41.5,223,1696,1,6.16
"81985","0",94.4,32.9,227,2438,3,5.41
"81986","0",94.6,44.1,146,2378,3,5.95
"81987","0",91.1,-11.6,89,2192,6,3.75
"81988","0",97.5,56.8,208,2189,3,6.78
"81989","0",94.6,35,219,2125,6,5.62
"81990","0",99.2,55.3,154,2174,6,6.35
"81991","0",92.3,39.9,216,1924,6,6.22
"81992","0",91.8,54.6,146,2698,7,5.91
"81993","0",92.1,31.2,223,2050,6,6.07
"81994","0",92.3,39.9,216,1924,6,6.22
"81995","0",85,29.5,98,1660,1,5.2
"81996","0",95,57.3,204,2202,3,6.64
"81997","0",76.7,40,328,2327,2,5.53
"81998","0",92.1,31.2,223,2050,6,6.07
"81999","0",95.4,46.7,153,2419,3,5.97
"82000","0",92.1,39.3,218,1972,6,6.16
"82001","0",87.1,44.6,67,2590,7,6.43
"82002","0",79.6,63.9,69,2299,7,6.3
"82003","0",89.2,45.4,198,2213,3,6.21
"82004","0",90.1,53.6,96,2713,7,5.9
"82005","0",90.6,-11.2,93,2146,6,3.69
"82006","0",98.1,54.6,154,2192,6,6.34
"82007","0",74.6,43.7,328,2359,2,5.67
"82008","0",83.7,32.3,252,2282,1,5.44
"82009","0",87.5,33.3,153,2367,7,5.7
"82010","0",96.4,54.6,208,2254,3,6.57
"82011","0",84.7,23.3,5,2283,7,4.87
"82012","0",91.7,26.3,122,2273,6,5.14
"82013","0",81.9,33.1,43,2366,2,5.41
"82014","0",85.8,24,256,1407,1,5.77
"82015","0",95.8,45.7,146,2383,3,6.05
"82016","0",95.6,52.8,202,2567,3,5.88
"82017","0",95.6,52.8,202,2567,3,5.88
"82018","0",88.5,58.3,222,1956,1,6.61
"82019","0",82.9,-9.1,88,2121,1,3.76
"82020","0",86.1,43.6,67,2582,7,6.42
"82021","0",74.3,42.6,325,2232,2,5.64
"82022","0",92,39.4,218,2070,6,6.17
"82023","0",83.5,38.9,49,2633,5,5.77
"82024","0",99.4,55.1,152,2247,6,6.43
"82025","0",89,42.2,201,2225,3,6.16
"82026","0",91.6,25.9,124,2211,6,5.04
"82027","0",88.6,58.9,217,2068,1,6.64
"82028","0",83.6,41.6,39,2316,7,6.39
"82029","0",89.6,52.9,90,2779,7,5.92
"82030","0",91,44.4,197,2340,3,6.16
"82031","0",92.5,41.3,218,1979,6,6.19
"82032","0",91.1,-11.6,89,2172,6,3.74
"82033","0",88.8,35.6,223,2530,7,5.72
"82034","0",73.7,43.2,329,2385,2,5.68
"82035","0",98.1,56.6,158,2190,6,6.42
"82036","0",91.6,65.4,177,2192,6,6.3
"82037","0",95.5,31.6,224,2480,3,5.34
"82038","0",94.4,45.2,145,2417,3,6.04
"82039","0",94.4,45.2,145,2417,3,6.04
"82040","0",91.7,-9.1,98,2131,6,3.84
"82041","0",94.6,46.7,150,2426,3,6.07
"82042","0",89.2,53.3,147,2596,7,5.93
"82043","0",91.7,-9.1,98,2131,6,3.84
"82044","0",80.1,35.6,49,2308,2,5.49
"82045","0",89.4,30.1,249,1802,1,5.55
"82046","0",87.5,46.6,53,2495,7,6.42
"82047","0",87.5,46.6,53,2495,7,6.42
"82048","0",74.7,43,327,2481,2,5.64
"82049","0",98.6,56.8,156,2055,6,6.45
"82050","0",87.2,40.7,202,2020,7,6.2
"82051","0",95.1,57,208,2214,3,6.53
"82052","0",95.5,58.2,208,2156,3,6.62
"82053","0",90.4,41.5,151,2028,3,5.66
"82054","0",85.8,43.2,219,1693,1,6.16
"82055","0",92.9,41,223,2102,6,6.24
"82056","0",90.9,55.6,157,2618,7,5.89
"82057","0",98.4,56.6,152,2006,6,6.51
"82058","0",82.9,36.4,52,2771,5,5.8
"82059","0",90.8,-9,93,2160,6,3.78
"82060","0",97.9,53.3,214,2157,3,6.62
"82061","0",84.8,24.1,346,2268,7,4.96
"82062","0",83.9,31.6,253,2191,1,5.4
"82063","0",91,-10.9,95,2111,6,3.81
"82064","0",88,34.7,171,2493,7,5.71
"82065","0",86.6,58.1,222,1786,1,6.61
"82066","0",94.8,44.6,147,2366,3,6.05
"82067","0",94.8,34.5,224,2047,6,6.16
"82068","0",90.3,40.2,149,2102,3,5.67
"82069","0",99.1,54.9,156,2086,6,6.42
"82070","0",98.1,58.9,209,2104,3,6.68
"82071","0",93.3,41.5,220,1975,6,6.23
"82072","0",91.6,25.9,126,2175,6,5.1
"82073","0",90.3,40.2,149,2102,3,5.67
"82074","0",83.1,32.2,254,2267,1,5.35
"82075","0",99.1,54.9,156,2086,6,6.42
"82076","0",88.1,43.8,204,2111,3,6.22
"82077","0",89.5,53.3,108,2664,7,5.94
"82078","0",85.2,27.4,258,1302,1,5.93
"82079","0",77.7,-7.7,241,1850,7,3.79
"82080","0",89.8,40.8,150,2073,3,5.7
"82081","0",97.1,55.2,210,2094,3,6.69
"82082","0",84.1,36.6,49,2679,5,5.78
"82083","0",91.3,55.2,149,2596,7,5.93
"82084","0",98.8,56,152,2203,6,6.45
"82085","0",88.7,44.4,194,2255,3,6.19
"82086","0",87.6,42.3,211,2196,7,6.29
"82087","0",95.8,31.3,225,2535,3,5.34
"82088","0",85.4,29.4,99,1689,1,5.16
"82089","0",88.7,44.4,194,2255,3,6.19
"82090","0",88,58.9,218,1964,1,6.67
"82091","0",89.3,53,103,2803,7,5.92
"82092","0",94.1,44.2,150,2398,3,6.11
"82093","0",88.2,42.7,200,2285,3,6.19
"82094","0",89.6,-12.9,93,2202,6,3.72
"82095","0",99.3,57,164,2155,6,6.41
"82096","0",83.4,33,253,2179,1,5.5
"82097","0",87.8,45,40,2553,7,6.34
"82098","0",93.6,34.5,232,1973,6,6.14
"82099","0",86.8,40.6,164,2092,7,6.22
"82100","0",91.6,25.4,126,1991,6,5.13
"82101","0",95.1,53.9,209,2146,3,6.57
"82102","0",89.9,41.8,148,2103,3,5.68
"82103","0",89.2,33.7,167,2463,7,5.68
"82104","0",88.7,-13.1,88,2156,6,3.6
"82105","0",94.6,32.2,224,2154,6,5.69
"82106","0",88.1,44.1,203,2182,3,6.16
"82107","0",72.5,41.4,328,2227,2,5.61
"82108","0",84.6,25.3,341,2235,7,5.01
"82109","0",98.4,54.3,210,2249,3,6.59
"82110","0",92.5,44.5,154,2368,3,6.15
"82111","0",81.6,34.7,30,2502,2,5.42
"82112","0",95.4,54.7,211,2169,3,6.64
"82113","0",98.2,60.9,152,2015,6,6.5
"82114","0",92.5,39.9,220,1981,6,6.23
"82115","0",88.6,55.3,118,2785,7,6.01
"82116","0",85.9,41.1,171,2018,7,6.3
"82117","0",86.6,60.2,192,1572,7,6.76
"82118","0",80.4,33.4,53,2321,2,5.4
"82119","0",79.9,54.9,30,3211,2,6.09
"82120","0",93.5,40.7,143,2386,3,6.1
"82121","0",90.4,40,148,2041,3,5.7
"82122","0",89.3,-12.1,95,2121,6,3.75
"82123","0",94.8,33.2,228,2084,6,5.66
"82124","0",98,55.1,206,2271,3,6.71
"82125","0",97.6,61.6,162,2222,6,6.56
"82126","0",92.5,32,229,1838,6,6.15
"82127","0",89.1,45.5,203,2193,3,6.23
"82128","0",91.8,27.5,126,2054,6,5.19
"82129","0",94.7,65.2,198,1913,3,6.14
"82130","0",87.2,64.6,210,1542,1,6.23
"82131","0",87.3,64.9,213,1566,1,6.18
"82132","0",86,63.3,218,1583,1,6.22
"82133","0",85.2,29.6,121,1893,3,5.72
"82134","0",94.3,69.3,198,2052,3,6.19
"82135","0",79.5,22.2,93,2007,1,5.21
"82136","0",79,23,96,2067,1,5.25
"82137","0",94.7,65.2,199,2007,3,6.22
"82138","0",87.8,66.6,217,1705,1,6.26
"82139","0",77.9,22.6,91,2024,1,5.19
"82140","0",80.4,64.3,32,2016,2,6.19
"82141","0",78.7,22.6,95,2098,1,5.25
"82142","0",94.8,67.9,201,2051,3,6.27
"82143","0",78.1,22.2,88,2083,1,5.22
"82144","0",88.2,65.7,211,1660,1,6.15
"82145","0",83.7,49.9,242,1987,1,5.89
"82146","0",87.8,63.9,215,1793,1,6.23
"82147","0",93.7,56.9,199,2367,3,6.23
"82148","0",69.4,19.6,280,2341,2,5.09
"82149","0",95,66,197,2083,3,6.17
"82150","0",94.9,65.1,201,2152,3,6.22
"82151","0",93.4,59.3,200,2287,3,6.38
"82152","0",79.1,21.6,95,2117,1,5.18
"82153","0",79.2,21.4,94,2194,1,5.17
"82154","0",80.8,56.6,32,2677,2,5.92
"82155","0",80.2,66.5,29,2003,2,6.13
"82156","0",79.2,65.3,27,1954,2,6.15
"82157","0",72.1,17.9,277,2295,2,5
"82158","0",96.1,58.2,202,2353,3,6.3
"82159","0",95.7,59.4,200,2327,3,6.35
"82160","0",94.6,66.5,192,2070,3,6.17
"82161","0",82,43.6,67,2554,8,5.79
"82162","0",94.2,63,196,1975,3,6.31
"82163","0",85,52.6,238,2050,1,5.84
"82164","0",77.8,50.3,37,2662,2,5.86
"82165","0",79.8,68.6,28,1993,2,6.32
"82166","0",79.8,22.8,95,2107,1,5.24
"82167","0",80.6,68.4,25,2194,2,6.21
"82168","0",77.5,55.9,28,2665,2,5.97
"82169","0",96.1,57.7,203,2388,3,6.24
"82170","0",80.4,67.1,25,2122,2,6.17
"82171","0",88.5,23.9,116,1938,3,5.37
"82172","0",87.3,48.8,241,1955,1,5.75
"82173","0",79.2,21,98,2077,1,5.21
"82174","0",79.9,64.2,22,2008,2,6.11
"82175","0",94.5,66.3,196,2004,3,6.13
"82176","0",95.9,58.5,198,2416,3,6.24
"82177","0",71.5,16.2,274,2348,2,4.96
"82178","0",95.9,58.5,198,2416,3,6.24
"82179","0",88.3,24.6,117,1733,3,5.47
"82180","0",96.3,59.1,200,2436,3,6.32
"82181","0",85.3,49.5,242,2021,1,5.8
"82182","0",87.6,23.3,114,1940,3,5.41
"82183","0",87.3,65.4,220,1579,1,6.15
"82184","0",77.5,49.6,32,2671,2,5.87
"82185","0",72.1,16.8,276,2439,2,4.95
"82186","0",93.9,66.1,200,2007,3,6.15
"82187","0",94,53.1,203,2492,3,6.08
"82188","0",94,59.9,197,2429,3,6.27
"82189","0",94.1,66.3,197,2094,3,6.18
"82190","0",87.2,60.7,222,1623,1,6.2
"82191","0",85.1,51.6,240,1955,1,5.88
"82192","0",94.2,63.3,194,1989,3,6.21
"82193","0",79.1,22.1,96,2028,1,5.21
"82194","0",81.6,44,52,2696,8,5.84
"82195","0",78.4,21.9,92,2005,1,5.23
"82196","0",80.2,65.1,28,2104,2,6.15
"82197","0",79.8,43.2,54,2533,8,5.77
"82198","0",80.1,21.8,98,2160,1,5.17
"82199","0",80.3,66.8,32,1971,2,6.14
"82200","0",96.7,60.1,198,2369,3,6.28
"82201","0",78,50.3,27,2831,2,5.93
"82202","0",81.1,70.8,26,1990,2,6.15
"82203","0",72.7,17.9,278,2456,2,4.93
"82204","0",80.6,45.1,42,2781,8,5.86
"82205","0",87.7,26.2,121,2028,3,5.45
"82206","0",81.3,45,48,2704,8,5.81
"82207","0",95.8,61.9,201,2294,3,6.54
"82208","0",88.4,67.2,213,1563,1,6.14
"82209","0",87.8,25.4,121,1970,3,5.42
"82210","0",95.6,57.8,202,2328,3,6.26
"82211","0",87.8,23.8,115,2015,3,5.33
"82212","0",80.3,68.7,27,2195,2,6.13
"82213","0",80.9,66.7,33,2060,2,6.19
"82214","0",88.6,26.3,122,1991,3,5.51
"82215","0",79.5,52,29,2872,2,6.01
"82216","0",77.9,57.4,26,2649,2,6.15
"82217","0",94.4,69.4,196,1940,3,6.12
"82218","0",95.1,68.2,197,1961,3,6.23
"82219","0",94.9,58.5,200,2299,3,6.27
"82220","0",80.4,21.5,95,2175,1,5.21
"82221","0",94.4,58,205,2368,3,6.36
"82222","0",87.8,67.3,216,1796,1,6.19
"82223","0",95.1,64.9,192,2088,3,6.14
"82224","0",95.3,59,198,2408,3,6.41
"82225","0",80.6,43.1,56,2704,8,5.76
"82226","0",94.7,70,196,1991,3,6.25
"82227","0",81.2,44.4,47,2487,8,5.92
"82228","0",95.3,69.4,201,2087,3,6.16
"82229","0",78.7,24.5,94,2129,1,5.34
"82230","0",69.5,19.4,276,2402,2,5.15
"82231","0",86.8,50.8,240,2023,1,5.95
"82232","0",87.1,64.6,221,2010,1,6.13
"82233","0",86.2,30.3,97,1609,1,5.14
"82234","0",95.3,55.2,195,2356,3,6.16
"82235","0",70.9,20.8,279,2409,2,5.3
"82236","0",80.5,57.6,32,2908,2,6.19
"82237","0",80.8,67,31,2067,2,6.22
"82238","0",84.4,24.7,342,2276,7,4.94
"82239","0",95,68.5,202,1888,3,6.13
"82240","0",95.4,61.7,200,2355,3,6.39
"82241","0",78.5,24.9,94,2113,1,5.27
"82242","0",91.2,24.9,123,2341,6,4.98
"82243","0",83.9,24.6,346,2340,7,4.97
"82244","0",79.2,24.1,94,2171,1,5.25
"82245","0",78.7,54.5,31,2769,2,6.25
"82246","0",88.5,66.1,216,1557,1,6.1
"82247","0",80.6,25.3,101,2153,1,5.39
"82248","0",91.7,26.7,124,2179,6,5.16
"82249","0",79.1,52.2,29,2769,2,6.1
"82250","0",78.4,49.7,34,2759,2,6.14
"82251","0",94.6,69.4,195,2078,3,6.06
"82252","0",84.9,27.4,355,2328,7,5.06
"82253","0",95.6,65.7,198,2009,3,6.14
"82254","0",92.1,29.1,124,2353,6,5.17
"82255","0",93.3,60,198,2234,3,6.28
"82256","0",80,24.2,95,2150,1,5.32
"82257","0",90.5,26,125,2152,6,5.1
"82258","0",95.1,59.4,202,2326,3,6.42
"82259","0",84.9,24.9,19,2346,7,5
"82260","0",87.6,49.6,234,2242,1,5.89
"82261","0",95.5,68.3,199,2069,3,6.18
"82262","0",90.5,26.2,119,2360,6,5.19
"82263","0",94.7,64.4,199,1942,3,6.29
"82264","0",77.7,50.8,29,2727,2,5.98
"82265","0",78.4,23.1,87,1975,1,5.24
"82266","0",94.4,65.1,200,1840,3,6.19
"82267","0",86.7,51.9,243,1970,1,6.14
"82268","0",79.2,24.4,93,2149,1,5.31
"82269","0",92.4,29,127,2302,6,5.1
"82270","0",92.1,25.9,127,2261,6,5.01
"82271","0",80,22.9,92,2138,1,5.3
"82272","0",96.2,58.8,200,2367,3,6.41
"82273","0",91,-10.1,89,1982,6,3.7
"82274","0",92.9,26.5,131,2230,6,5.07
"82275","0",96.3,58.5,196,2394,3,6.36
"82276","0",80,65.5,29,2052,2,6.17
"82277","0",96.1,59,199,2422,3,6.38
"82278","0",92.9,26.8,132,2334,6,5.11
"82279","0",79.9,22.6,95,2194,1,5.29
"82280","0",89.5,-11.1,93,2140,6,3.6
"82281","0",91.8,27.7,127,2229,6,5.1
"82282","0",94.7,67,198,1939,3,6.15
"82283","0",96.8,49.1,216,2487,3,5.77
"82284","0",79.8,-8.5,263,1911,7,3.77
"82285","0",95.6,62.8,194,2432,3,6.54
"82286","0",95.6,62.8,194,2432,3,6.54
"82287","0",98.2,48.2,211,2431,3,5.83
"82288","0",91.5,26.6,128,2242,6,5.14
"82289","0",88.4,63.5,215,1634,1,6.23
"82290","0",95.4,59.3,194,2431,3,6.43
"82291","0",90.7,-11,98,2223,6,3.62
"82292","0",73.1,19.8,281,2510,2,5.06
"82293","0",83.7,26.2,342,2277,7,4.99
"82294","0",95.1,67.9,199,2075,3,6.19
"82295","0",81.5,-8.7,86,2108,1,3.71
"82296","0",73.1,19.8,281,2510,2,5.06
"82297","0",95.5,60.3,201,2462,3,6.52
"82298","0",89.6,33.5,249,1543,1,5.28
"82299","0",85.5,54.2,238,2027,1,6.09
"82300","0",87.5,63.3,211,1588,1,6.15
"82301","0",98.6,48.1,212,2534,3,5.79
"82302","0",86,29.9,98,1603,1,5.08
"82303","0",90.4,26.6,119,2128,3,5.53
"82304","0",90.1,-11,96,2159,6,3.73
"82305","0",89,39.9,90,2283,7,6.26
"82306","0",95.1,66.1,202,2192,3,6.19
"82307","0",89.3,34,243,1489,1,5.33
"82308","0",89.5,-9,96,2038,6,3.71
"82309","0",84,25.7,335,2435,7,4.95
"82310","0",89.5,39,188,2302,7,6.22
"82311","0",89.7,26.2,122,2182,3,5.51
"82312","0",96.2,59,199,2305,3,6.45
"82313","0",87.6,33.4,176,2171,7,6.14
"82314","0",88.1,64.6,209,1696,1,6.26
"82315","0",82.1,52.7,27,2768,2,5.93
"82316","0",81.5,43.3,54,2586,8,5.89
"82317","0",84.6,25,351,2303,7,4.9
"82318","0",89.6,-15.3,87,2092,6,3.48
"82319","0",72.1,19,284,2494,2,4.99
"82320","0",84.9,50.6,246,1925,1,6.01
"82321","0",86.5,58.6,223,1700,1,6.5
"82322","0",98,44.2,215,2511,3,5.78
"82323","0",88.2,34.1,111,2282,7,6.03
"82324","0",89.6,-13.1,93,2097,6,3.64
"82325","0",81,67.8,28,2193,2,6.21
"82326","0",85.7,49.5,241,2029,1,6.09
"82327","0",94.7,53.4,205,2028,3,6.51
"82328","0",76.9,39,41,2634,2,5.69
"82329","0",85,26.2,351,2351,7,4.97
"82330","0",89,27,121,2231,3,5.54
"82331","0",89.4,-12.2,93,2120,6,3.59
"82332","0",89.3,34,95,2323,7,6
"82333","0",97.3,49.1,211,2439,3,5.73
"82334","0",89.6,-9.6,99,2173,6,3.7
"82335","0",87.9,34.1,139,2305,7,6.08
"82336","0",97.9,43.5,220,2478,3,5.68
"82337","0",79.8,67.5,25,2098,2,6.24
"82338","0",84,51.9,242,1923,1,6.04
"82339","0",87.2,56.5,228,1514,1,6.53
"82340","0",92.2,24.6,125,2120,6,5.02
"82341","0",83.9,26.9,337,2317,7,4.99
"82342","0",88.8,34.8,123,2332,7,6.02
"82343","0",77.8,36.1,48,2754,2,5.61
"82344","0",96.1,43.3,219,2451,3,5.71
"82345","0",94.4,59.7,198,2343,3,6.61
"82346","0",78.9,-7.2,263,2073,7,3.84
"82347","0",79.2,25.5,100,2224,1,5.47
"82348","0",95.1,55.3,207,2135,3,6.47
"82349","0",78,-13.4,86,2258,7,3.48
"82350","0",95.9,50.7,178,2461,3,6.01
"82351","0",84.9,25.1,1,2247,7,4.95
"82352","0",87.3,34.3,99,2258,7,6.05
"82353","0",89,31.2,247,1982,1,5.75
"82354","0",85.7,53,246,1945,1,6.24
"82355","0",88,58.4,221,1653,1,6.55
"82356","0",79.2,-18.4,95,2328,7,3.44
"82357","0",92.6,-14.6,275,1841,6,3.61
"82358","0",95.9,46,215,2419,3,5.82
"82359","0",89.4,-13.4,89,2176,6,3.58
"82360","0",96.7,33.8,231,2078,6,6.02
"82361","0",94.5,36.7,229,2266,6,5.96
"82362","0",78.6,-20.1,87,2435,7,3.44
"82363","0",77.6,37.2,43,2804,2,5.62
"82364","0",96.4,41.2,220,2446,3,5.73
"82365","0",90.5,-10.1,90,2195,6,3.7
"82366","0",96.7,33.8,231,2078,6,6.02
"82367","0",95.1,51.4,178,2290,3,5.98
"82368","0",78,-13.9,97,2039,7,3.39
"82369","0",87.6,59.5,194,1747,7,6.58
"82370","0",92.2,26.2,124,2122,6,5
"82371","0",78.8,26.1,102,2184,1,5.54
"82372","0",86.2,50.1,244,1973,1,6.12
"82373","0",94.8,65.9,205,2048,3,6.29
"82374","0",85.8,-11.4,253,2315,3,3.72
"82375","0",95.3,39.2,228,2335,6,6.11
"82376","0",96.4,43.7,213,2421,3,5.78
"82377","0",77.3,39.3,57,2718,2,5.72
"82378","0",96.3,32,229,2056,6,6.03
"82379","0",89.8,-8.8,96,2133,6,3.75
"82380","0",91.5,54.4,159,2201,3,6.18
"82381","0",96.2,57.8,203,2425,3,6.4
"82382","0",92.5,26.4,130,2210,6,5.07
"82383","0",94.9,-6.2,268,2209,3,4.03
"82384","0",88.3,58.3,197,1687,7,6.56
"82385","0",98.1,44.3,219,2494,3,5.74
"82386","0",89.5,-10.4,94,2130,6,3.74
"82387","0",82.1,45.1,45,2646,8,6.05
"82388","0",86.8,29.1,102,1815,1,5.13
"82389","0",87.9,51.8,241,2406,7,5.88
"82390","0",78.7,-17.3,94,2333,7,3.56
"82391","0",88.4,58.9,222,1726,1,6.53
"82392","0",79.2,-13.9,83,2352,7,3.49
"82393","0",80.7,65.3,33,1967,2,6.12
"82394","0",88.9,30.1,248,2185,1,5.75
"82395","0",80.3,22.8,97,2126,1,5.31
"82396","0",88.1,34.2,114,2453,7,6.01
"82397","0",77.6,-14.5,93,2293,7,3.45
"82398","0",97.5,55.4,194,2232,3,6.67
"82399","0",94.7,38.2,231,2277,6,5.95
"82400","0",95.9,41.5,201,2436,3,5.32
"82401","0",96.3,51.7,181,2371,3,5.99
"82402","0",97.7,57.6,200,2271,3,6.43
"82403","0",85,-15.3,255,2383,3,3.62
"82404","0",83.4,-10.7,79,2115,1,3.65
"82405","0",92.6,25.9,126,2227,6,5.08
"82406","0",96.9,34.4,227,2158,6,6.05
"82407","0",87.7,28.5,121,2099,3,5.6
"82408","0",98,44.7,216,2461,3,5.63
"82409","0",94.1,55.9,210,2225,3,6.54
"82410","0",94.7,65.4,201,2138,3,6.22
"82411","0",89,37,191,2474,7,6.09
"82412","0",94.9,64.6,197,2064,3,6.25
"82413","0",89,37,191,2474,7,6.09
"82414","0",96.6,58.3,201,2375,3,6.49
"82415","0",87.2,32.8,244,1980,1,5.89
"82416","0",91.7,-13,276,1954,6,3.62
"82417","0",92.6,25.9,127,2293,6,5.03
"82418","0",98.5,58.3,186,2410,3,6.73
"82419","0",79.3,-6.9,274,1881,7,3.92
"82420","0",99,43.4,219,2533,3,5.67
"82421","0",95.8,52.7,173,2233,3,5.96
"82422","0",74,16.8,279,2404,2,5
"82423","0",94.7,55.8,212,2016,3,6.52
"82424","0",85.4,-13.8,251,2435,3,3.71
"82425","0",99.2,43,202,2511,3,5.33
"82426","0",98.3,41.4,209,2368,3,5.33
"82427","0",83.1,-8.3,87,2142,1,3.81
"82428","0",84.7,39.6,36,2839,7,5.53
"82429","0",85.4,58.4,188,1544,7,6.55
"82430","0",78.5,-18.4,94,2327,7,3.51
"82431","0",79.8,47.9,34,2837,2,6.02
"82432","0",97,38,150,2384,3,5.49
"82433","0",88.5,36.9,93,2438,7,6.13
"82434","0",95.6,52.3,183,2444,3,5.93
"82435","0",73.8,18.3,281,2417,2,5.03
"82436","0",90.6,-14.8,283,1848,6,3.53
"82437","0",94.8,67.3,196,2215,3,6.21
"82438","0",88.5,59.4,62,2549,7,6.84
"82439","0",94.7,40.2,222,2275,6,6.09
"82440","0",92.9,25.1,131,2297,6,5.05
"82441","0",88.7,36.4,162,2433,7,6.12
"82442","0",89.7,-10,96,2089,6,3.81
"82443","0",76.7,-13.1,93,2049,7,3.48
"82444","0",86.6,58.3,224,1743,1,6.62
"82445","0",79,52.9,30,2729,2,6.2
"82446","0",88.8,65.4,215,1595,1,6.07
"82447","0",84.4,25,352,2325,7,4.97
"82448","0",89.3,37.3,220,2224,3,5.62
"82449","0",97.6,38.2,205,2459,3,5.18
"82450","0",99.4,55.2,191,2384,3,6.71
"82451","0",89.1,26,119,2116,3,5.57
"82452","0",94.9,48.1,181,2464,3,5.9
"82453","0",78.9,-19.6,88,2285,7,3.46
"82454","0",88.3,31.6,243,2032,1,5.86
"82455","0",86.5,38.6,25,2938,7,5.52
"82456","0",98.3,36,227,2168,6,6.1
"82457","0",86,29.2,249,1922,1,5.71
"82458","0",89.1,-11.5,90,2052,6,3.69
"82459","0",86.3,28.7,98,1673,1,5.12
"82460","0",90.8,-13.1,275,1859,6,3.59
"82461","0",96.1,32.1,133,2238,3,5.57
"82462","0",79.3,38,44,2622,2,5.62
"82463","0",84.5,51.1,254,2254,7,5.91
"82464","0",78.9,-15.7,110,2350,7,3.6
"82465","0",87,59.3,201,1587,7,6.63
"82466","0",84.9,43.2,78,2941,7,5.32
"82467","0",96.5,66.5,200,2092,3,6.17
"82468","0",82.4,47.9,26,2833,2,5.8
"82469","0",88.1,63.1,50,2521,7,6.9
"82470","0",96.7,37.4,139,2354,3,5.49
"82471","0",95.5,58.2,207,2342,3,6.46
"82472","0",95.6,70.1,201,2062,3,6.02
"82473","0",98.5,42.3,210,2422,3,5.37
"82474","0",94.2,11.9,119,2234,6,4.42
"82475","0",95.6,57.4,200,2278,3,6.4
"82476","0",82,48.1,33,2653,2,5.86
"82477","0",87.5,58.8,220,1744,1,6.55
"82478","0",90.4,-10.2,92,2154,6,3.74
"82479","0",94,42,218,2177,6,6.18
"82480","0",91.5,-14,280,1913,6,3.66
"82481","0",77.2,39.8,48,2589,2,5.68
"82482","0",87.8,35.4,124,2390,7,6.12
"82483","0",85.7,25.8,5,2341,7,4.98
"82484","0",85.2,-13.8,252,2396,3,3.71
"82485","0",94.8,51,180,2416,3,5.96
"82486","0",94.1,35,139,1970,3,5.74
"82487","0",89.4,62.6,63,2485,7,6.91
"82488","0",93.9,11.9,120,2272,6,4.39
"82489","0",92,26.7,124,2263,6,5.11
"82490","0",86.3,-11.7,248,2447,3,3.8
"82491","0",89.3,-12.9,93,2107,6,3.69
