"","surgery","release_speed","arm_angle","spin_axis","release_spin_rate","pitch_type","release_pos_z"
"1","0",89.7,40.5,105,2740,7,5.91
"2","0",95.6,46.6,203,2312,6,6.13
"3","0",97.7,40.4,208,2450,3,6.02
"4","0",98.1,35.6,212,2366,6,5.76
"5","0",97.4,44.3,206,2517,3,6.11
"6","0",89.4,43.7,117,2799,7,5.98
"7","0",97.3,42.6,206,2455,3,5.96
"8","0",88,43.8,215,1418,1,5.9
"9","0",91,42.8,215,1890,1,5.85
"10","0",96,45.1,207,2451,3,6.02
"11","0",89.5,43.6,217,1442,1,5.91
"12","0",83.1,43.4,38,2721,5,6.02
"13","0",95.6,43.9,206,2306,3,6.06
"14","0",95.6,44.2,204,2408,3,6.07
"15","0",82.8,45.4,39,2748,5,6.07
"16","0",96.5,42.5,210,2481,3,6.1
"17","0",84.5,41.9,37,2779,5,6.05
"18","0",81.2,46.8,26,2592,5,6.05
"19","0",84.3,44.3,40,2890,5,6.04
"20","0",96,42.7,208,2368,3,6.06
"21","0",83.4,44,36,2749,5,5.97
"22","0",96.5,40.4,211,2401,3,6.04
"23","0",84.7,44.4,43,2808,5,6.07
"24","0",84.8,42.3,43,2873,5,6.08
"25","0",96.9,40.8,213,2343,3,6
"26","0",96.8,43,209,2450,3,6.06
"27","0",82.7,46.9,39,2722,5,6.13
"28","0",81.5,46.9,30,2789,5,6.11
"29","0",98,39.3,212,2483,3,6.04
"30","0",91.7,41.5,218,1525,1,5.89
"31","0",97.4,41.4,210,2428,3,6.03
"32","0",97.3,43.3,212,2359,3,6.03
"33","0",89.5,41.3,143,2680,7,5.97
"34","0",89.5,44.1,136,2503,7,6.07
"35","0",96.1,46.2,206,2365,3,6.13
"36","0",96,44.2,208,2397,3,6.11
"37","0",97.2,39.5,212,2286,6,6.01
"38","0",97.7,41.6,211,2454,3,6
"39","0",94.5,41.9,211,2220,6,6.05
"40","0",83.6,45.1,32,2763,5,6.08
"41","0",89.5,40.7,216,1533,1,5.93
"42","0",96.4,43.9,208,2427,3,6.08
"43","0",96.9,41.8,209,2430,3,6.11
"44","0",96.3,43.3,207,2373,3,6.04
"45","0",94.7,56,212,2183,3,6.29
"46","0",94.6,42.9,210,2298,6,6.01
"47","0",95.3,39.8,212,2261,6,5.97
"48","0",94.8,52.9,209,2240,3,6.21
"49","0",88.2,39.5,158,2674,7,6.03
"50","0",80.4,60.7,42,2713,2,6.39
"51","0",93.6,60,205,2343,3,6.28
"52","0",95,45.9,208,2315,3,6.2
"53","0",94.2,43.8,204,2229,3,6.17
"54","0",82.1,54.2,215,1978,1,6.19
"55","0",94.5,57.7,201,2251,3,6.49
"56","0",95,43.3,214,2340,3,6.15
"57","0",95.6,54.2,206,2349,3,6.3
"58","0",95.4,43,206,2374,3,6.17
"59","0",81.4,45.9,30,2787,5,6.28
"60","0",81.5,50.8,32,2735,5,6.33
"61","0",95.5,47,210,2332,3,6.17
"62","0",93.7,63.6,195,2315,3,6.37
"63","0",96.9,40.4,214,2351,3,6.13
"64","0",81.8,53.7,52,2586,7,6.22
"65","0",83.3,46.7,41,2884,5,6.13
"66","0",95.6,45.1,211,2410,3,6.26
"67","0",92.6,32.7,219,2121,6,5.13
"68","0",95.9,55.7,204,2298,3,6.34
"69","0",87.6,36.7,185,2058,7,5.04
"70","0",89.3,43.5,193,2568,7,6.11
"71","0",95.7,52.7,205,2341,3,6.3
"72","0",91,43.5,215,2194,6,5.13
"73","0",85.3,50.1,221,2126,1,6.05
"74","0",95.6,45,205,2447,3,6.25
"75","0",94.5,45.5,210,2376,3,6.19
"76","0",95.5,55.5,207,2421,3,6.3
"77","0",92.3,35.5,220,2168,6,5.07
"78","0",80.8,48.1,28,2673,5,6.15
"79","0",86.6,40.1,234,1816,1,5.13
"80","0",95.7,32.4,216,2331,3,6.22
"81","0",83.9,48.9,49,2674,7,6.26
"82","0",89.6,32.3,188,2355,7,6.21
"83","0",95,60.6,198,2456,3,6.43
"84","0",91.5,39.4,214,2130,3,5.18
"85","0",96.1,42.9,211,2349,3,6.21
"86","0",92.5,38.4,218,2100,6,5.14
"87","0",88.2,46.6,213,1303,1,6.12
"88","0",95.6,33.2,215,2412,3,6.27
"89","0",93.5,50.5,150,2623,3,6.04
"90","0",81.7,61.8,39,2832,2,6.43
"91","0",94.9,51.1,205,2271,3,6.28
"92","0",89.1,31,185,2347,7,6.06
"93","0",86.8,36.8,234,1623,1,5.15
"94","0",95.3,59.4,203,2373,3,6.41
"95","0",88.8,46.2,217,1904,1,5.69
"96","0",92.2,34.3,219,2046,6,5.18
"97","0",87.6,-23.6,94,2120,6,3
"98","0",79.5,29.2,256,2342,1,5.83
"99","0",87.4,50.5,168,2504,7,6.03
"100","0",94.1,49.9,206,2334,3,6.27
"101","0",95.4,62.2,206,2349,3,6.43
"102","0",87.7,-23.3,88,2192,6,2.98
"103","0",82.9,31.9,319,2504,2,5.64
"104","0",95.8,47.7,202,2496,3,5.82
"105","0",93.4,52.4,156,2644,3,6.02
"106","0",95.1,45.2,208,2329,3,6.19
"107","0",82.7,29.9,245,2214,1,5.86
"108","0",92.4,32.4,223,2251,6,5.14
"109","0",95.3,41.5,216,2323,3,5.98
"110","0",89.4,33.2,170,2412,7,6.2
"111","0",95.6,49.2,209,2513,3,5.78
"112","0",92.9,17.7,122,2299,6,5.24
"113","0",91.3,37.5,218,2157,3,5.17
"114","0",95.5,49.7,216,2369,3,6.19
"115","0",87.5,-26,87,2192,6,2.95
"116","0",92.3,49.1,151,2642,3,5.99
"117","0",95.4,49.8,209,2301,3,6.14
"118","0",81,48.9,28,2615,5,6.22
"119","0",95.6,48,202,2606,3,5.8
"120","0",91.3,38.2,216,2007,3,5.26
"121","0",79.7,50.6,36,2680,5,6.44
"122","0",87.4,-23.9,87,2199,6,2.92
"123","0",92.8,20.5,124,2408,6,5.28
"124","0",95.3,35,214,2325,3,6.29
"125","0",95,43.8,212,2074,3,6.03
"126","0",91.7,49.1,154,2575,3,6.01
"127","0",84.3,50.5,221,2101,1,6.26
"128","0",95.4,50.2,212,2362,3,6.23
"129","0",95.2,43.4,213,2037,3,5.97
"130","0",95.8,45.2,208,2263,3,6.29
"131","0",87.2,48,160,2463,7,5.98
"132","0",86.4,40.8,229,1654,1,5.19
"133","0",88.4,-25.3,88,2213,6,2.79
"134","0",89,44,224,1961,1,5.65
"135","0",95.3,28,134,2433,3,5.55
"136","0",95.7,35.7,215,2349,3,6.3
"137","0",87.5,31.3,284,2411,7,5.6
"138","0",87.8,42.6,137,2601,7,6.18
"139","0",95.6,52.9,209,2404,3,6.33
"140","0",95.8,43.9,216,2116,3,5.99
"141","0",90,-25.8,86,2154,6,2.82
"142","0",95,33.8,213,2268,3,6.34
"143","0",87.4,50.8,155,2493,7,6.01
"144","0",86,34.8,237,1576,1,5.1
"145","0",95.5,51.4,203,2468,3,5.8
"146","0",95.8,44.5,205,2585,3,5.81
"147","0",95.5,43.1,212,2175,3,5.96
"148","0",87.1,52.2,165,2391,7,6.11
"149","0",91.5,39.3,218,2081,6,5.2
"150","0",81.2,35.3,310,2381,2,5.81
"151","0",95.6,44,212,2488,3,6.18
"152","0",89.9,36.1,177,2391,7,6.36
"153","0",96.1,55.1,207,2440,3,6.32
"154","0",89.5,-25.2,96,2214,6,2.95
"155","0",88.9,45.2,225,1923,1,5.64
"156","0",95.5,42.7,214,2054,3,5.97
"157","0",95.6,29.4,133,2401,3,5.68
"158","0",91.3,48.9,148,2701,3,5.95
"159","0",90.9,36.6,217,2253,6,5.21
"160","0",84.6,-21.6,125,2156,7,2.96
"161","0",88,45.4,134,2443,7,6.27
"162","0",89.3,35.5,149,2412,7,6.37
"163","0",92.1,49.9,151,2658,3,5.96
"164","0",96,34.6,215,2407,3,6.26
"165","0",98.2,48.9,225,2250,6,6.62
"166","0",87.1,27.7,301,2192,7,5.63
"167","0",81,48.2,30,2785,5,6.32
"168","0",87.7,51,217,1939,1,5.7
"169","0",81.6,60.5,39,2872,2,6.5
"170","0",94.8,42.8,215,2072,3,6.05
"171","0",89.6,-25,85,2118,6,2.86
"172","0",89.9,35.6,220,2087,6,5.19
"173","0",88.8,36.2,170,2352,7,6.23
"174","0",95.4,44.5,212,2206,3,6.03
"175","0",83.8,-21.8,135,2125,7,3
"176","0",95.2,47.3,204,2533,3,5.79
"177","0",92,47.3,147,2660,3,6.01
"178","0",88.6,44.9,137,2489,7,6.22
"179","0",85.6,47,30,2773,8,6.47
"180","0",87.4,29.6,307,2270,7,5.65
"181","0",95.5,56.4,204,2238,3,6.38
"182","0",91.7,38.8,217,2235,6,5.17
"183","0",90,-24,88,2136,6,3.05
"184","0",97.8,48,221,2177,6,6.59
"185","0",93.8,40.2,208,2221,3,6.25
"186","0",87.2,26.1,295,2229,7,5.51
"187","0",88.5,45.9,218,1984,1,5.74
"188","0",89.8,34.4,182,2338,7,6.26
"189","0",82.5,37.6,79,1980,8,5.85
"190","0",91.1,47.9,148,2631,3,6.03
"191","0",89.7,35.4,221,2028,6,5.12
"192","0",88.2,32.3,170,2266,7,6.12
"193","0",84.9,51.9,219,2104,1,6.17
"194","0",88.9,-24.1,89,2184,6,3
"195","0",96.5,42.9,216,2393,3,5.96
"196","0",96,51.4,223,2108,6,6.68
"197","0",94.8,46.2,208,2271,3,6.27
"198","0",82,32.1,323,2339,2,5.71
"199","0",85.1,33.7,235,1658,1,5.12
"200","0",91,49.3,149,2526,3,5.95
"201","0",89.1,45.5,220,1929,1,5.7
"202","0",95.5,47.7,223,2281,6,6.64
"203","0",94.6,46.1,209,2302,3,6.28
"204","0",88.7,33.3,174,2286,7,6.11
"205","0",95.4,30.7,130,2236,3,5.66
"206","0",93.4,47.7,226,2321,3,5.71
"207","0",92.8,49.4,156,2605,3,6.04
"208","0",90.1,-17.4,90,2226,3,3.27
"209","0",92.2,38.6,227,1997,6,5.14
"210","0",96,41.1,215,2374,3,5.94
"211","0",95.9,46,230,2231,6,6.6
"212","0",89.1,36.3,219,2043,3,5.18
"213","0",94.7,57.8,208,1954,3,6.35
"214","0",94.6,45.9,209,2359,3,6.28
"215","0",87.6,-25.5,83,2126,6,2.83
"216","0",92.3,50.1,155,2575,3,6.08
"217","0",95.1,28.6,133,2275,3,5.67
"218","0",79.7,29.6,245,2180,1,5.86
"219","0",95.8,47.9,207,2484,3,5.76
"220","0",92.9,44.3,222,2328,3,5.67
"221","0",95.5,39.7,219,2395,3,5.81
"222","0",89.7,34.5,170,2346,7,6.23
"223","0",84.7,36.7,174,2039,7,5.16
"224","0",92.2,48.2,155,2485,3,5.96
"225","0",88.5,44.8,220,2455,7,5.77
"226","0",94.8,45.2,206,2355,3,6.27
"227","0",94.7,55.9,201,2028,3,6.41
"228","0",96.8,43.1,211,2405,3,6.15
"229","0",95.5,46.7,207,2521,3,5.75
"230","0",93.3,17.9,111,2106,6,5.34
"231","0",88.4,-26.9,82,2044,6,2.84
"232","0",97.5,44.4,229,2359,6,6.62
"233","0",87.3,49.8,161,2512,7,6
"234","0",93.9,18.8,123,2002,6,5.34
"235","0",96.1,46,207,2509,3,5.8
"236","0",91.8,48.7,224,2310,3,5.77
"237","0",79.7,50.4,30,2811,5,6.43
"238","0",79.2,29.3,249,2072,1,5.9
"239","0",76.6,48.7,23,2686,8,5.98
"240","0",95.2,46.4,228,2177,6,6.59
"241","0",96.4,44.4,213,2235,3,6.03
"242","0",90,37.4,218,2073,3,5.23
"243","0",88.1,-23.2,87,2023,6,3
"244","0",95.3,56.3,205,2262,3,6.36
"245","0",93.2,48.6,156,2565,3,6.11
"246","0",87.8,-25.9,85,2065,6,2.86
"247","0",92.9,47.3,218,2386,3,5.84
"248","0",88.2,46,137,2522,7,6.27
"249","0",95.5,47.3,222,2182,6,6.62
"250","0",89.7,36.4,167,2356,7,6.32
"251","0",87.8,30.4,278,2371,7,5.74
"252","0",95.5,41.5,213,2296,3,6.01
"253","0",89.5,37.9,215,2141,3,5.22
"254","0",88.4,51.4,224,1987,1,5.73
"255","0",91.3,46.3,210,2234,3,5.9
"256","0",92.1,45.1,150,2569,3,5.98
"257","0",88.3,-25.3,86,2252,6,2.92
"258","0",90.5,37.7,219,2201,3,5.28
"259","0",89.6,35.7,180,2340,7,6.28
"260","0",80.1,42.3,263,2105,1,5.61
"261","0",96.1,42.9,210,2144,3,6.01
"262","0",82.4,43.8,209,1766,1,5.85
"263","0",95.6,49.2,207,2516,3,5.82
"264","0",96.1,30.5,123,2367,3,5.7
"265","0",95.9,47.8,221,2168,6,6.68
"266","0",94,45.8,205,2336,3,6.24
"267","0",97.7,47.5,141,2377,3,6.51
"268","0",97.7,50.6,145,2431,3,6.53
"269","0",89.3,43.9,135,1717,1,6.3
"270","0",87.8,41.2,133,1748,1,6.26
"271","0",97.1,48.3,146,2309,3,6.56
"272","0",89,41.8,325,2700,7,6.23
"273","0",93.7,17.7,118,2092,6,4.96
"274","0",88.3,40.8,320,2641,7,6.26
"275","0",97.7,46.3,143,2360,3,6.5
"276","0",77.6,20.2,293,2180,8,5.31
"277","0",91.5,10.9,119,2044,6,4.89
"278","0",87,44,135,1487,1,6.25
"279","0",97.2,54.8,141,2340,3,6.47
"280","0",91,11.6,117,1956,6,4.89
"281","0",90,9.8,118,2031,6,4.89
"282","0",97.7,47.5,138,2380,3,6.47
"283","0",74.1,19.1,287,2146,8,5.24
"284","0",95,48.6,142,2348,3,6.51
"285","0",90,9.8,117,2036,6,4.91
"286","0",97.2,47.3,145,2401,3,6.54
"287","0",91.2,13.9,120,2084,6,4.95
"288","0",95.3,48.2,145,2247,3,6.52
"289","0",91.9,11.4,117,2105,6,4.93
"290","0",85.4,44,139,1633,1,6.28
"291","0",90.7,12.1,119,2141,6,4.95
"292","0",89.4,39.5,301,2652,7,6.28
"293","0",85.1,13.4,113,1512,1,5.07
"294","0",92.8,15,122,2137,6,4.98
"295","0",96.8,49.9,146,2333,3,6.56
"296","0",77.8,19,286,2217,8,5.24
"297","0",96.3,48.4,145,2364,3,6.55
"298","0",89.2,39.9,193,2590,7,6.18
"299","0",74.8,20.6,292,2186,8,5.33
"300","0",88.5,44.8,134,1630,1,6.3
"301","0",79.3,21,289,2217,8,5.18
"302","0",96.6,47.5,142,2306,3,6.48
"303","0",79.6,20.9,292,2153,8,5.23
"304","0",95.6,49.7,145,2401,3,6.63
"305","0",91.6,13.9,117,1921,6,4.92
"306","0",93.2,14.9,121,1967,6,4.95
"307","0",87.6,37.7,264,2704,7,6.22
"308","0",88.1,38.4,284,2736,7,6.2
"309","0",91.8,13.8,119,2081,6,5.06
"310","0",96,47.5,142,2359,3,6.57
"311","0",90.8,14.8,121,2003,6,5.08
"312","0",87.8,45.9,298,2750,7,6.22
"313","0",77,22.9,288,2166,8,5.37
"314","0",95.2,48.8,143,2353,3,6.41
"315","0",91.8,14.6,119,2012,6,5.03
"316","0",96.6,49.2,148,2387,3,6.58
"317","0",90.9,13.3,122,2107,6,4.97
"318","0",89.5,36.7,235,1748,4,5.59
"319","0",84.2,16.9,112,1566,1,5.21
"320","0",95.2,49.4,149,2368,3,6.57
"321","0",94.1,37.2,234,2034,6,5.56
"322","0",87.6,40.4,302,2754,7,6.28
"323","0",82.4,41.5,35,2700,5,5.78
"324","0",91.2,15.9,120,1970,6,5.08
"325","0",95.4,47.1,144,2482,3,6.54
"326","0",90.6,16.2,119,1949,6,5.1
"327","0",93.3,36,235,2058,6,5.52
"328","0",90.7,15.7,119,2004,6,5.09
"329","0",95.4,36.8,232,2140,6,5.54
"330","0",95.2,47.6,147,2433,3,6.53
"331","0",89.6,35.5,238,1838,4,5.63
"332","0",83.1,17.8,114,1631,1,5.26
"333","0",96.4,52.4,145,2371,3,6.5
"334","0",89.9,15.4,116,2004,6,5.12
"335","0",88.6,38.8,303,2742,7,6.25
"336","0",82.6,42,37,2678,5,5.82
"337","0",77.3,22.8,288,2071,8,5.41
"338","0",94,39.2,228,2222,6,5.56
"339","0",95.2,47.6,143,2374,3,6.58
"340","0",93.7,37.8,229,2076,6,5.67
"341","0",88.5,38.4,308,2740,7,6.22
"342","0",91,15,120,2026,6,5.02
"343","0",83.4,46.5,91,2457,7,6.03
"344","0",96.5,46.1,140,2373,3,6.49
"345","0",93.9,35.6,235,2089,6,5.46
"346","0",93.9,48.8,199,2132,3,6.13
"347","0",85.7,16.1,115,1497,1,5.21
"348","0",93.9,54.7,206,2412,3,5.72
"349","0",84.7,41.4,32,2822,5,5.69
"350","0",84.8,13.8,112,1781,1,5.11
"351","0",88,39.6,299,2665,7,6.24
"352","0",87.7,47.3,141,2502,7,6.06
"353","0",95.7,48.4,148,2424,3,6.57
"354","0",85.2,45.9,120,2554,7,6.03
"355","0",88.3,35.5,248,1540,4,5.58
"356","0",79.9,57.8,23,2846,2,5.75
"357","0",86.3,14.2,111,1741,1,5.14
"358","0",90.4,36.1,238,1883,4,5.63
"359","0",83.8,49,120,2525,7,6.06
"360","0",84.7,15.2,109,1596,1,5.24
"361","0",86.3,41.2,133,1719,1,6.34
"362","0",93.7,54.3,208,2437,3,5.75
"363","0",81,56.4,315,2703,2,6.66
"364","0",92.4,15.5,119,2108,6,4.96
"365","0",94.6,47,205,2115,3,6.07
"366","0",84.6,56.4,235,1273,1,5.73
"367","0",93.4,37.8,232,2127,6,5.62
"368","0",89.7,37.8,241,1760,4,5.74
"369","0",85,51.9,67,2583,7,5.62
"370","0",93.2,13.3,120,2254,6,4.97
"371","0",82.3,49.9,315,2774,2,6.64
"372","0",86.3,40,248,1838,1,5.91
"373","0",93.7,44.6,203,2139,3,6.18
"374","0",93.5,13.9,119,2155,6,4.98
"375","0",94.9,49.1,146,2447,3,6.63
"376","0",84.6,54,52,2681,7,5.67
"377","0",94.5,36.7,227,2105,6,5.45
"378","0",94,34.9,237,2024,6,5.51
"379","0",84.6,53.8,60,2802,7,5.69
"380","0",96.3,47.1,138,2300,3,6.53
"381","0",80.5,21,299,2237,8,5.17
"382","0",94,43.7,208,2236,3,6.1
"383","0",91.3,13.9,117,2183,6,4.97
"384","0",94.1,59.6,202,2469,3,5.7
"385","0",86.2,39.8,303,2758,7,6.35
"386","0",94.8,37.6,234,2071,6,5.45
"387","0",84.3,40.4,31,2700,5,5.56
"388","0",79.7,59.1,28,2923,2,5.83
"389","0",91.2,14.1,119,2163,6,5.15
"390","0",94.3,46.2,143,2328,3,6.51
"391","0",94.7,44.4,199,2235,6,6.06
"392","0",82,50.9,316,2743,2,6.6
"393","0",88.9,33.9,249,1407,4,5.5
"394","0",76.7,22.4,291,2280,8,5.4
"395","0",93.9,42,200,2144,6,5.98
"396","0",94.6,58.2,207,2470,3,5.79
"397","0",93.5,37,233,1979,6,5.5
"398","0",78.6,20.1,294,2250,8,5.16
"399","0",83.4,49,83,2548,7,6.13
"400","0",94.6,55.3,207,2499,3,5.71
"401","0",82,46.3,81,2699,7,6.13
"402","0",86.4,38.6,295,2593,7,6.34
"403","0",85,51.8,240,1199,1,5.74
"404","0",91,14.9,118,2038,6,5.09
"405","0",95,38.7,235,2053,6,5.61
"406","0",85.5,44.6,122,2513,7,6.1
"407","0",84.9,53.7,242,1153,1,5.68
"408","0",86.3,41.2,291,2680,7,6.35
"409","0",94.3,36.2,235,2034,6,5.52
"410","0",91.7,16.5,118,1988,6,5.04
"411","0",87.1,44.1,327,2579,7,6.39
"412","0",85.1,56.9,234,1194,1,5.68
"413","0",77.1,20.2,287,2210,8,5.27
"414","0",93.8,35,233,2093,6,5.46
"415","0",85.2,50.4,130,2447,7,6.12
"416","0",94,55.6,199,2439,3,5.71
"417","0",85.3,47.9,139,2309,7,6.13
"418","0",93.5,49.1,145,2389,3,6.55
"419","0",93.8,39.9,230,2121,6,5.64
"420","0",91.8,14.3,119,2055,6,5.07
"421","0",94.1,56.5,200,2447,3,5.76
"422","0",92.3,46.2,144,2247,3,6.6
"423","0",77,18.4,295,2129,8,5.15
"424","0",91.5,35.7,243,1645,4,5.61
"425","0",95.2,46.8,201,2081,3,6.1
"426","0",89.4,44.3,276,2648,7,6.31
"427","0",94.8,39.3,228,2034,6,5.62
"428","0",85.8,14.7,115,1450,1,5.17
"429","0",84.7,50.8,51,2668,7,5.7
"430","0",94.4,46.2,204,2239,3,6.08
"431","0",89.9,37,235,1826,4,5.6
"432","0",95.4,48.1,144,2236,3,6.58
"433","0",84.7,52.2,81,2661,7,5.69
"434","0",94.7,47.5,202,2182,3,6.12
"435","0",92.1,12,118,2045,6,4.97
"436","0",89,37.5,241,1719,4,5.58
"437","0",93.3,46.6,145,2160,3,6.46
"438","0",92.6,13.1,120,2095,6,4.91
"439","0",93.3,52.4,205,2335,3,5.77
"440","0",94.8,41.9,211,1985,3,6.06
"441","0",84,54.4,56,2610,7,5.72
"442","0",85.4,40.2,284,2475,7,6.26
"443","0",93.4,34.4,235,2033,6,5.59
"444","0",92.2,13.9,120,2062,6,4.99
"445","0",92,13.6,118,2086,6,5.11
"446","0",89.8,35.9,235,1689,4,5.65
"447","0",96.5,52.8,146,2314,3,6.51
"448","0",94.9,58.2,203,2445,3,5.72
"449","0",85.6,54,67,2726,7,5.7
"450","0",97.8,46.7,204,2470,3,5.87
"451","0",95.8,48.7,147,2304,3,6.5
"452","0",88.4,44.8,166,2327,7,6.1
"453","0",94.1,10.6,121,2088,6,4.91
"454","0",93.2,34.3,236,1986,6,5.58
"455","0",91.5,11.7,114,1898,6,4.87
"456","0",93.7,36.1,233,2033,6,5.5
"457","0",84.4,52.2,239,1489,1,5.77
"458","0",93.5,38.5,208,2088,6,6.01
"459","0",87.1,39.7,286,2498,7,6.28
"460","0",93.9,54.8,204,2591,3,5.76
"461","0",90.7,34.8,245,1527,4,5.54
"462","0",99,46.6,206,2329,3,6.01
"463","0",93.6,41.5,204,2117,6,5.99
"464","0",93.8,47.9,147,2229,3,6.59
"465","0",91.5,13.6,120,2051,6,4.97
"466","0",95.2,50.6,143,2251,3,6.52
"467","0",91.1,10.1,118,2059,6,4.96
"468","0",85.4,53,94,2665,7,5.73
"469","0",99.7,48.2,203,2385,3,5.93
"470","0",90.7,37.4,236,1504,4,5.61
"471","0",96,44,204,2224,3,6.08
"472","0",82.8,44.5,58,2816,7,5.83
"473","0",94.4,36.5,232,2092,6,5.54
"474","0",85.8,42.2,133,1766,1,6.33
"475","0",95.3,44.7,203,1869,3,6.07
"476","0",94.6,56.4,202,2534,3,5.71
"477","0",84,42.7,205,1782,1,5.83
"478","0",100.2,50,202,2575,3,5.95
"479","0",76.8,19.8,280,2140,8,5.27
"480","0",95.1,45.2,204,2031,3,6.04
"481","0",92.2,18.8,208,2394,7,4.75
"482","0",85.4,43.8,131,1705,1,6.38
"483","0",92,10.7,121,1990,6,4.98
"484","0",93.3,31.4,239,2040,6,5.44
"485","0",93.2,42.6,215,2348,3,5.85
"486","0",95.8,54,203,2534,3,5.74
"487","0",95.3,51.3,209,2460,3,5.63
"488","0",95.1,43,204,1897,3,6.11
"489","0",91.9,13.2,119,2023,6,4.99
"490","0",99.9,46.5,203,2533,3,5.89
"491","0",100.3,15,235,2388,3,4.57
"492","0",84.3,42.2,59,2845,7,5.8
"493","0",85.1,38.5,29,2710,5,5.59
"494","0",94,46.8,143,2319,3,6.54
"495","0",96.5,46.9,142,2472,3,6.52
"496","0",90.4,34.4,243,1798,4,5.47
"497","0",84.5,13.4,108,1553,1,5.1
"498","0",94.3,41,207,1954,3,6.09
"499","0",83.3,48.5,229,1658,1,5.75
"500","0",86.6,53.5,240,1463,1,5.63
"501","0",97.8,13,238,2132,3,4.47
"502","0",100.2,45,204,2388,3,5.9
"503","0",87.2,41.8,283,2758,7,6.35
"504","0",84.1,41.6,234,1634,1,5.82
"505","0",91.2,12.7,117,1999,6,4.91
"506","0",99,15.1,228,2229,3,4.62
"507","0",89.3,48.6,241,1008,4,6.1
"508","0",95.8,56.9,200,2424,3,5.65
"509","0",94.8,38.3,231,2135,6,5.54
"510","0",89.2,42.8,277,2597,7,6.34
"511","0",88.7,18.8,212,2339,6,5
"512","0",94.4,36,231,2143,6,5.61
"513","0",88.3,42.5,244,1045,4,5.98
"514","0",91.4,42.5,212,2175,3,5.84
"515","0",97.8,14.6,230,2142,3,4.63
"516","0",95.1,51.9,209,2417,3,5.57
"517","0",99.3,48.5,205,2387,3,5.99
"518","0",83.4,15.2,120,1599,1,5.19
"519","0",84.4,43.7,33,2763,5,5.76
"520","0",88,42.2,308,2681,7,6.41
"521","0",87.1,49.5,71,2855,7,5.55
"522","0",91.5,42,208,2143,3,5.93
"523","0",86.7,46.3,134,2372,7,6.16
"524","0",99.6,52.1,199,2457,3,5.92
"525","0",97.5,15.6,238,2012,3,4.56
"526","0",89.1,47.1,221,2012,1,5.69
"527","0",91.5,14.3,119,2082,6,5.06
"528","0",96.8,46.6,211,2411,3,6.28
"529","0",95.5,50,201,2527,3,5.86
"530","0",87.5,52.4,74,2763,7,5.54
"531","0",99.6,49.4,203,2318,3,5.92
"532","0",94.7,49.4,204,2047,3,6.11
"533","0",97.2,48.4,215,2348,3,6.31
"534","0",91.8,41.8,219,2172,3,5.84
"535","0",92.8,12.1,116,2083,6,4.9
"536","0",92.7,46.4,140,2281,3,6.49
"537","0",93.8,34,237,2176,6,5.48
"538","0",98.7,15.5,232,2272,3,4.57
"539","0",99.2,17.3,226,2193,3,4.62
"540","0",95.4,46.4,202,2247,3,6.21
"541","0",89.5,12.7,115,2081,6,4.91
"542","0",76.6,47.1,34,2716,8,5.87
"543","0",97.5,45.8,214,2298,3,6.22
"544","0",87.9,51.9,85,2647,7,5.65
"545","0",89.7,32.8,249,1474,4,5.62
"546","0",97,49.6,144,2400,3,6.6
"547","0",95.6,48.2,205,2572,3,5.8
"548","0",96.9,37.7,212,2547,3,6.02
"549","0",87.4,43.1,272,2640,7,6.35
"550","0",96,47.9,207,2521,3,5.72
"551","0",100.1,47.7,200,2371,3,5.96
"552","0",94.3,47.6,208,2067,3,6.17
"553","0",89.2,35,244,1774,4,5.55
"554","0",87.9,41.1,245,1098,4,6.02
"555","0",75,58,336,2538,2,5.96
"556","0",87.6,55.1,67,2646,7,5.59
"557","0",90.1,13.7,120,2079,6,5
"558","0",99.4,15.1,235,2289,3,4.64
"559","0",83.4,43.5,204,1775,1,5.8
"560","0",93.8,35.4,232,2119,6,5.62
"561","0",75.8,26.2,63,3135,2,5.05
"562","0",87.7,50,162,2404,7,6.11
"563","0",96.2,46.4,141,2300,3,6.49
"564","0",93.5,43.9,207,2517,3,6.11
"565","0",97.7,49.5,208,2374,3,6.33
"566","0",95,49.1,202,2495,3,5.77
"567","0",93.3,44.2,207,2189,3,5.9
"568","0",96.1,60.2,205,2412,3,5.75
"569","0",99.3,16,230,2355,3,4.59
"570","0",93.8,53.4,156,1862,3,5.89
"571","0",91.6,13.1,118,2090,6,4.98
"572","0",85.7,47.1,58,2004,7,6.16
"573","0",86.3,46.3,146,2345,7,6.17
"574","0",93.7,36.5,233,2133,6,5.64
"575","0",78.6,52.8,136,1700,1,5.9
"576","0",93.2,48.4,211,2200,3,5.84
"577","0",88.7,47.5,165,2566,7,6.08
"578","0",87,50.3,104,2740,7,5.64
"579","0",74.1,18.1,296,2173,8,5.21
"580","0",97.6,50,212,2423,3,6.26
"581","0",96,47.8,149,2345,3,6.47
"582","0",88.3,47.6,222,1996,1,5.69
"583","0",98.1,16.4,231,2264,3,4.62
"584","0",87.6,47.9,119,2722,7,5.64
"585","0",92,18.7,117,1869,6,5
"586","0",96.1,39.3,201,2581,3,6.12
"587","0",89.7,47.1,42,2435,7,6.09
"588","0",94.2,44.7,206,1978,3,6.06
"589","0",84.7,44.7,102,2275,7,5.71
"590","0",87.9,45.6,220,1928,1,5.69
"591","0",81.5,19.7,89,2698,8,4.98
"592","0",92.8,44.9,211,2236,3,5.9
